index,Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,ELO,WorL
2003069,2003,69,1181,1448,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591.1434521851004,1
2003072,2003,72,1181,1438,0,0,0.115664664,-0.076234568,-0.162077358,0.095238095,-0.241681929,0.480735171,0.37862070200000003,-0.513888889,0.10878306900000001,0.146011396,-0.142156863,-0.05,0.055555556,-0.33942495100000003,1601.0109699457705,1
2003075,2003,75,1181,1268,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.6950514800346,0
2003079,2003,79,1181,1301,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.9591082166835,0
2003082,2003,82,1181,1210,0,0,0.161608468,0.118829423,-0.048035852999999996,-0.014285714,-0.264921353,0.184603175,0.128425639,-0.080555556,0.228218695,0.166666667,-0.234931735,-0.583333333,0.189814815,-0.17111760899999998,1586.2867207759086,1
2003087,2003,87,1139,1181,0,0,0.113547268,0.106100796,0.054725594,-0.946031746,-0.507738095,0.431601732,0.421957672,0.365599313,0.16523676,0.11313131300000001,-0.133333333,-1.323809524,0.38333333299999994,-0.534853176,1594.6379070726946,0
2003090,2003,90,1181,1199,0,0,0.115785043,0.07073875,-0.251915772,-0.764285714,-1.4715909090000001,0.35042735,0.258739177,-0.687678063,0.295087977,0.111733582,0.089978214,-0.219047619,0.50952381,-0.29250398699999997,1604.784231637819,0
2003093,2003,93,1181,1314,0,0,0.127287319,0.10197044300000001,-0.04894287,-0.5166666670000001,-0.493162393,0.321987996,0.197723719,0.20323685,0.327098268,-0.007867495,0.190730838,-0.323232323,0.06031746,-0.08923445,1592.2366299119292,1
2003097,2003,97,1155,1181,0,0,0.228697908,0.144832945,0.074187795,0.21111111100000002,0.344583333,0.128037485,-0.039152299,0.071428571,0.032453859,0.303589744,-0.44549568100000003,0.238636364,0.166666667,-0.191729323,1600.1358891265447,0
2003101,2003,101,1181,1448,0,2,0.108089669,0.17876344100000002,-0.26447449100000003,-0.966666667,-1.9621212119999998,0.139316239,0.160822511,-0.74537037,0.327495384,0.192752101,0.17703703699999998,-0.9523809520000001,0.42222222200000004,-0.288744589,1608.5004536224374,0
2003103,2003,103,1181,1438,1,0,0.21938387199999998,0.19490406,0.018270032,0.10479798,-0.19096334199999998,0.246560847,0.245,-0.127578304,0.069295102,0.192857143,-0.376373626,0.40378787899999996,0.30952381,-0.306878307,1598.4390520379682,1
2003107,2003,107,1181,1268,0,0,0.074559188,0.003707824,-0.184919661,0.114316239,-0.15942029,0.11673414300000001,0.19679487199999998,-0.36616541399999997,0.209770115,-0.128205128,0.134126984,-0.37777777799999995,0.19047619,-0.153603706,1606.97865287578,1
2003110,2003,110,1181,1301,0,0,0.15720046099999999,0.08320911,0.097116696,0.11904761900000001,-0.076737272,0.31996779399999997,0.28071895399999997,0.12352941199999999,-0.10793650800000001,0.065953654,-0.645787546,0.342857143,0.177777778,-0.146825397,1616.5254263409029,1
2003114,2003,114,1181,1210,1,0,0.148691708,0.16935483899999998,-0.154628705,-0.15,-0.250712251,-0.165343915,0.108813701,-0.35384615399999997,0.291666667,0.18068676,0.158788515,0.158730159,0.27777777800000003,-0.078431373,1624.6185350666976,1
2003118,2003,118,1181,1385,0,0,0.075618842,0.137096774,-0.124882011,-1.333333333,-2.3625541130000003,0.189432789,0.17034632,-0.302188552,0.24957330600000002,0.008928571,-0.09703703699999999,-0.638095238,0.088888889,-0.18136646,1631.5377310095212,0
2003122,2003,122,1181,1199,0,0,0.15713950599999998,0.041818182,-0.067291244,0.06547619,0.045454545,0.44746031700000005,0.287703676,-0.115418895,0.240079365,-0.04788961,-0.002597403,-0.414835165,0.182539683,-0.110570589,1617.8420202699692,1
2003125,2003,125,1181,1314,0,0,0.06573721,0.093137255,-0.047757827999999995,-0.535714286,-1.279220779,0.08686868699999999,0.085119048,-0.09848484800000001,0.179232804,0.156798246,-0.100740741,-0.9,0.031746032,-0.200664705,1624.6782455070559,0
2003130,2003,130,1181,1438,2,0,0.153111903,0.08924648800000001,-0.060095879000000005,0.016666667,0.109879336,0.33718610299999996,0.194444444,-0.464646465,-0.023315887999999996,0.12247284900000001,-0.250754148,0.218181818,-0.16296296300000002,-0.311111111,1611.54808625088,1
2003131,2003,131,1181,1314,2,0,0.153508772,0.089285714,0.000583567,-0.17129629600000001,-0.45,0.393581781,0.25862977600000003,0.15042735,0.22869993600000002,0.11870915,-0.082478632,0.248148148,-0.007936508,-0.319088319,1618.501164004643,1
2003132,2003,132,1181,1301,2,0,0.06726019,0.04760389,0.006410256,-0.055555556,-0.220959596,0.083333333,0.20932009199999999,0.10173160199999999,0.04,0.08590102699999999,-0.140692641,0.25925925899999996,0.34444444399999996,-0.027609428,1626.2040533424583,1
2003136,2003,136,1161,1181,2,0,0.13487016400000001,0.11831501800000001,0.070217918,-0.488888889,-0.54978355,0.127530364,0.09375,0.278991597,0.102380952,-0.435016835,-0.240641711,0.429292929,-0.185185185,0.036062378,1634.5025313187962,0
2003138,2003,138,1141,1181,2,0,0.120375951,0.155478395,-0.082486696,-0.439393939,-0.863888889,-0.401098901,0.019679666999999998,-0.9259259259999999,0.025252525,0.189880952,-0.509356725,-0.055681818,-0.683333333,-0.056808687999999996,1642.0612072641245,0
2003143,2003,143,1181,1242,2,0,0.035662022,0.054248366,0.033084345,-1.785714286,-1.001831502,0.22727272699999998,0.235119048,0.10765550199999999,0.099603175,-0.005701754,-0.15185185199999998,-0.36666666700000006,-0.134920635,-0.12083277199999999,1652.006581178288,0
2004019,2004,19,1178,1181,0,0,0.122818773,-0.174313725,-0.109500805,0.19047619,0.390382082,0.591123188,0.650900901,0.119949495,0.033814165,0.021497021,-0.129761905,0.261111111,0.085185185,-0.746031746,1642.1170806822138,0
2004024,2004,24,1181,1334,2,0,0.129694215,-0.073734907,-0.041571093999999996,0.554497354,0.226495726,0.325757576,0.414045282,0.158119658,0.09046861199999999,0.13986014,-0.1,-0.25,-1.7777777780000001,-0.206378719,1649.4076120355442,1
2004025,2004,25,1181,1251,2,0,0.297441287,0.26067019399999997,0.060803197,0.46296296299999995,0.037393162,0.14458204300000002,0.161172161,0.074009324,0.112535613,0.353323147,-0.405738706,0.368181818,-0.916666667,-0.03644528,1654.4375815815463,1
2004026,2004,26,1181,1345,2,0,0.073289905,0.065742619,-0.137322515,-1.452380952,-0.6714743590000001,0.29966329999999997,0.254166667,-0.377192982,0.21132478600000001,0.15263157900000002,0.18148148100000003,-0.688888889,-0.301587302,-0.044228218,1659.5251103954859,0
2004030,2004,30,1181,1277,1,0,0.163795626,0.135714286,0.024950022000000002,0.06031746,0.18888888899999998,0.15,0.18423379399999998,-0.119088319,-0.018240045,0.34248366,-0.7170278640000001,0.49912465,0.6630952379999999,-0.17161260600000003,1647.526549961269,1
2004033,2004,33,1181,1385,0,0,0.182246717,0.053516314,-0.041214797000000004,0.05396825400000001,-0.14957265,0.39586339600000003,0.364444444,0.020885547,0.21313131300000002,0.19927536199999998,-0.18333333300000001,0.085434174,0.189814815,-0.351237067,1656.5805630641203,1
2004041,2004,41,1181,1339,0,0,0.214175367,0.232457912,0.09192714099999999,-0.314285714,0.069082126,0.15,0.077380952,0.203052503,0.095238095,0.151260504,-0.423687424,0.176897177,0.24444444399999998,-0.17954248399999997,1662.6301723966342,1
2004044,2004,44,1181,1343,0,0,0.110029051,0.052601068,-0.021271687,-0.542857143,-0.916666667,0.468434343,0.25026455,-0.26137566100000004,0.049289890999999995,-0.027056277000000004,-0.182088745,0.0,-0.15,-0.11094771199999999,1667.8649749019162,1
2004047,2004,47,1181,1400,2,0,0.170883655,0.154671717,-0.221506082,-0.12037037,-0.365914787,0.314444444,0.199061629,-0.811111111,0.383161928,-0.09337232,0.134920635,-0.20555555600000003,0.457142857,-0.23569023600000003,1674.4967729768107,1
2004056,2004,56,1172,1181,0,0,0.278563475,0.279176379,0.076006356,-0.15,0.109845871,0.242063492,0.257978279,0.142959964,0.142720307,0.320350242,-0.46011396,0.39583333299999995,0.37222222200000005,-0.178398896,1684.4883349683978,0
2004061,2004,61,1155,1181,1,0,0.20830063899999998,0.312563131,0.172099143,-0.36111111100000004,0.17395696100000002,-0.660606061,-0.8707282909999999,-0.038888888999999996,0.087688299,0.301388889,-0.531135531,0.387878788,0.15185185199999998,0.185990338,1689.2287770207224,0
2004064,2004,64,1181,1193,0,0,0.257630475,0.17319224,0.020787546,0.329292929,0.25925925899999996,0.35664335700000005,0.52124183,-0.134920635,-0.04938271599999999,0.359006734,-0.8138528140000001,0.5490196079999999,0.211640212,-0.435828877,1695.1176347358964,1
2004069,2004,69,1181,1438,1,0,0.201971813,0.17857841100000002,-0.08524531,0.322222222,0.082478925,0.12916666699999999,0.159511785,-0.35472370799999997,0.205497835,0.180555556,-0.128290598,0.347222222,0.12962963,-0.196296296,1701.8159013696427,1
2004073,2004,73,1181,1301,0,0,0.13301666,0.0,0.059767263,-0.540740741,-0.385185185,0.573913043,0.509259259,0.351082251,-0.01301664,-0.447368421,-0.395098039,0.22777777800000001,0.26666666699999997,-0.272331155,1707.9030416209634,1
2004075,2004,75,1181,1448,0,0,0.12165836599999999,0.14748238800000002,-0.083460835,-0.24242424199999998,-0.063888889,0.119353814,0.126216078,-0.088888889,0.214770861,0.35566188200000004,0.023311547000000002,-0.340740741,0.39926739899999997,-0.176810207,1715.2076772385283,1
2004079,2004,79,1181,1268,1,0,0.095964416,-0.056190475999999996,0.00256665,0.333333333,0.140069425,0.34706766899999997,0.255206972,-0.013333333000000001,0.046153846,0.0,-0.253411306,0.317171717,-0.441666667,-0.08780903699999999,1724.551647972172,1
2004082,2004,82,1181,1207,1,0,0.179017958,0.07750963599999999,-0.139844516,-0.5555555560000001,-0.083660131,0.240467068,0.319949969,-0.25,0.266710486,-0.17214912300000001,-0.159090909,0.19047619,0.6608391610000001,-0.35787037,1731.635852339624,1
2004087,2004,87,1181,1199,0,0,0.110760909,0.061520905,-0.112159329,0.06547619,-0.046772069000000006,0.198989899,0.174208145,-0.583333333,0.134444444,-0.014240146,-0.143685004,-0.166666667,-0.550925926,-0.13526570000000002,1737.2425157396674,1
2004089,2004,89,1181,1210,1,0,0.09752145400000001,0.09351851900000001,0.021186441,-0.128205128,-0.193191312,0.034207382,0.046296295999999994,-0.001311189,-0.023504274,0.314258312,-0.193084693,-0.303571429,-0.477777778,-0.148787879,1742.74045728908,1
2004094,2004,94,1181,1314,1,1,0.077488907,-0.058769662,-0.173262728,0.074074074,-0.26406926399999997,0.401696911,0.311452117,-0.15555555599999998,0.20436507899999998,-0.091346154,0.10609858,-0.483333333,0.25,-0.166666667,1749.299733836595,1
2004097,2004,97,1155,1181,0,0,0.201650653,0.13076923099999999,-0.004273504,0.254545455,-0.127609428,0.304678363,0.07814992,-0.370833333,0.10064412199999999,0.15555555599999998,-0.284313725,0.613756614,0.027777778,-0.011988303999999998,1755.319295279512,0
2004100,2004,100,1181,1438,0,0,0.149014972,0.111604938,0.049958985,0.106481481,0.154295051,0.216583124,0.24386694399999997,0.40040404,0.24051282100000002,-0.00462963,0.026388889,0.221212121,-0.206349206,-0.204906205,1759.3877505935297,1
2004104,2004,104,1181,1301,0,0,0.078119349,0.092975734,-0.109871535,-1.69047619,-0.786858974,0.33140933100000003,0.273333333,-0.24385964899999998,0.25299145300000003,0.202564103,0.155092593,-0.14722222199999999,-0.5555555560000001,-0.058263305,1763.6201861114587,0
2004107,2004,107,1181,1448,0,0,0.081049752,0.0586323,-0.114547251,-0.19047619,-0.35770917700000004,0.246560847,0.20923076899999998,-0.307843137,0.175213675,0.18034188,0.077314815,-0.050925925999999996,-0.36111111100000004,-0.117086835,1750.2287587850847,0
2004111,2004,111,1181,1268,0,0,0.173783185,0.073572341,-0.331585082,0.18888888899999998,-0.26666666699999997,0.321775723,0.197385621,-0.6,0.40365343600000003,0.156018519,0.172118703,-0.433006536,0.46296296299999995,-0.18463768100000003,1737.8437595374262,1
2004115,2004,115,1181,1434,0,0,0.211304708,0.214285714,-0.082728592,0.648809524,0.002178649,-0.07201336700000001,-0.11064660000000001,-1.622222222,0.041335515,0.267195767,-0.34841269799999997,0.35353535399999997,0.185185185,-0.082764782,1744.0288855128993,1
2004118,2004,118,1181,1199,1,0,0.063999054,-0.05727422,-0.029701856000000002,-0.22777777800000001,-0.08537296,0.424444444,0.43163211100000004,0.284301347,0.112916667,-0.115904139,-0.040935673,-0.319444444,-0.21111111100000002,-0.350877193,1748.7963065933018,1
2004121,2004,121,1181,1210,1,0,0.073487694,0.071829405,-0.155882353,-0.35714285700000004,-0.647773279,0.215079365,0.23780219800000002,-0.23092006,0.255555556,0.21367521399999997,0.093611111,-0.162037037,0.111111111,-0.17919863600000002,1753.8842225812907,0
2004124,2004,124,1181,1314,0,0,0.07356156900000001,-0.042342077,-0.137450121,0.038095238,-0.22555555600000002,0.291666667,0.257355772,-0.540155945,0.052426438,-0.197390913,0.033710407000000005,-0.22592592600000003,0.24603174600000002,-0.125313283,1739.893810291631,1
2004130,2004,130,1181,1438,2,0,0.16372029,0.10185185199999999,-0.027051561000000002,0.302777778,0.117037037,0.225256769,0.312831613,-0.082539683,0.035092302,0.23426573399999998,-0.20160884899999998,-0.027777778,0.29444444399999997,-0.272950089,1746.6791749866168,1
2004131,2004,131,1181,1210,2,0,0.112391138,-0.002266724,-0.17651515199999998,-0.09629629599999999,-0.225490196,0.293142043,0.338152697,0.21666666699999998,0.258615137,0.032334087000000004,-0.021428571,-0.746031746,-0.166666667,-0.277518778,1751.8777621380566,1
2004132,2004,132,1181,1268,2,1,0.08438783400000001,-0.009652075999999999,-0.131372549,-0.166666667,-0.556198188,0.344949495,0.294098494,-0.17797888399999998,0.164646465,0.29861111100000004,-0.064126984,-0.137037037,-0.04444444400000001,-0.22364308,1758.7362388134727,0
2004136,2004,136,1106,1181,2,0,0.20007487100000002,0.17676767699999998,0.08985913300000001,0.109401709,-0.24643874600000001,0.229897661,0.253360215,0.274853801,0.09761904800000001,0.46388888899999997,-0.44343434299999995,0.295707071,0.505555556,-0.123879142,1745.3224938938154,0
2004138,2004,138,1181,1371,2,0,0.18942192800000002,0.159985476,-0.119368429,0.325,-0.37692307700000005,-0.049579832000000004,-0.128888889,-0.107142857,0.351428571,-0.004654387,0.078431373,-0.5555555560000001,0.512820513,-0.184632705,1748.9612096409949,1
2004144,2004,144,1181,1228,2,0,0.21205439399999998,0.224893268,-0.112318841,0.170238095,0.046052632,0.15301036699999998,0.16025641,-0.6,0.25363722699999997,0.033333333,-0.053113553,0.359848485,0.36666666700000006,-0.15185185199999998,1755.8383020943988,1
2004146,2004,146,1181,1462,2,0,0.072703151,0.067754468,-0.107084419,-0.398148148,-0.8426622109999999,0.14285714300000002,-0.014285714,-0.6234848479999999,0.10383141800000001,0.216008772,-0.008730159,0.229437229,0.291666667,-0.008333333,1765.3347874832587,1
2004152,2004,152,1163,1181,2,0,0.06657647900000001,-0.056790123,-0.25599760899999996,-0.166666667,-0.9319291820000001,0.384343434,0.28244348199999997,-0.332040509,0.27922979800000003,0.1875,0.115989975,-0.26666666699999997,0.015079365,-0.189095928,1774.0926716278611,1
2005019,2005,19,1181,1404,0,0,0.334914378,0.281709021,0.023981554,0.566666667,0.393467643,0.3,0.341091199,0.250321211,0.261599512,0.325980392,-0.078162578,-0.324074074,-0.409090909,-0.147950089,1763.6144926111303,1
2005021,2005,21,1172,1181,2,0,0.109596902,-0.034302952000000005,-0.13574535699999998,0.035714286,-0.08041958,0.38264895299999996,0.32037037,-0.944444444,-0.020768633999999998,0.209080393,-0.41603535399999997,0.35635198100000004,0.840740741,-0.265497076,1765.7460427847993,0
2005026,2005,26,1181,1422,0,0,0.205245499,0.103921569,0.051565933,0.193981481,0.308441558,0.284345479,0.24892974399999998,0.028571429,0.035689122000000004,0.225305111,-0.6365486370000001,0.387021475,0.316239316,-0.23027777800000002,1770.3517358751405,1
2005029,2005,29,1181,1277,0,0,0.065514381,-0.052248677,-0.063573377,0.327777778,0.317836753,0.17081164399999998,0.17863247899999998,0.031024531,0.08525641,-0.097402597,0.055555556,-0.6984126979999999,0.438888889,-0.306982052,1772.3685505373612,1
2005033,2005,33,1181,1434,2,0,0.23054067600000003,0.205565243,-0.023916613,0.3,0.033653846,0.086507937,0.096397306,-0.442592593,0.110555556,0.26904761899999996,-0.298039216,0.53030303,0.522222222,-0.115079365,1778.8831166964405,1
2005041,2005,41,1181,1405,0,0,0.165903253,0.072654234,-0.044439025,-0.288888889,-0.5277777779999999,0.38888888899999996,0.311114144,-0.123737374,0.14723851400000001,0.052631579000000005,-0.236111111,-0.21111111100000002,0.5277777779999999,-0.214814815,1782.865572036684,1
2005043,2005,43,1181,1227,0,0,0.221183225,0.264393858,-0.021994135,0.506349206,0.234989648,-0.038888888999999996,-0.167179487,-0.28148148100000003,0.22756410300000002,0.40905572799999995,-0.241269841,-0.327777778,0.537280702,0.049019608,1786.7639811403294,1
2005047,2005,47,1181,1328,2,0,0.07852100599999999,0.109615827,-0.104195804,-1.3,-1.08974359,0.151703369,0.15642135599999998,-0.068560606,0.29047619,0.200571895,0.108354219,-0.19166666699999999,0.32380952399999996,-0.14841897199999998,1792.789096598011,1
2005062,2005,62,1155,1181,0,0,0.158750427,0.09381309300000001,-0.082318124,0.40952381,0.230949198,0.18715495,0.201800615,-1.116993464,-0.011423761000000001,0.286726998,-0.426314426,0.206626707,-0.015873016,-0.034126984,1799.7093035002395,0
2005065,2005,65,1181,1343,0,0,0.21143152899999998,-0.05,-0.08737373699999999,-1.111111111,-1.5713869459999998,0.639306105,0.6558843910000001,0.225,0.11076604599999999,-0.300569801,-0.490225564,0.00962001,-1.0555555559999998,-0.557889823,1803.146628525459,1
2005068,2005,68,1181,1396,0,0,0.064378256,-0.057971014,-0.19459875100000001,0.068783069,-0.042063492,0.29861111100000004,0.252598207,0.006944444,0.303497578,0.40679690700000004,0.40178571399999996,-4.533333333,0.055555556,-0.331932773,1807.9932258204046,1
2005073,2005,73,1181,1301,1,0,0.103087808,0.124039939,-0.062290390999999994,-0.034511785,-0.193476115,0.021367521,0.034165181,-0.548821549,0.247816797,-0.352046784,-0.053113553,0.111111111,0.222222222,-0.169191919,1811.9175846913236,1
2005076,2005,76,1181,1438,0,0,0.179905517,0.18756134300000002,-0.102766106,0.26031746,0.131403509,0.007038713,0.06980057,-0.20782726,0.23388773399999999,0.392820513,-0.139393939,0.050925925999999996,0.7015873020000001,-0.23850877199999998,1817.454745583942,1
2005079,2005,79,1181,1274,1,0,0.129112856,0.053091398,-0.24025234,0.276515152,0.137406453,0.261904762,0.212023618,-1.0692640690000002,0.15754689800000002,0.257894737,-0.020940171,-0.21666666699999998,0.222222222,-0.194444444,1821.8690014796146,1
2005082,2005,82,1181,1199,1,0,0.136674299,0.12914078699999998,0.053113307,0.023015873,0.12239384699999999,0.054701426,0.141113654,0.211403509,0.175925926,0.22542735,-0.03956229,0.215710216,-0.233333333,-0.185481185,1825.3647243433365,1
2005086,2005,86,1181,1268,1,0,0.071418129,-0.056790123,-0.18107773800000002,-0.333333333,-0.884920635,0.41053391100000003,0.280538721,-0.108963585,0.245896465,-0.045833333,0.11821219699999999,-0.251515152,-0.16547619,-0.237103175,1828.6818686626652,0
2005090,2005,90,1181,1439,0,0,0.173203859,0.006545115,-0.147244458,-0.315656566,-0.049905033,0.463540986,0.373625731,-0.512361466,0.20903305,0.254700855,0.051259724000000007,-0.707792208,-0.488888889,-0.55952381,1814.3253445265166,1
2005093,2005,93,1181,1448,0,0,0.054393039000000004,0.025749558999999998,-0.10859407800000001,-0.518518519,-0.799707602,0.248917749,0.184242424,-0.017460317,0.210542929,-0.316666667,-0.036549708,-0.207070707,0.101190476,-0.209325397,1817.93934595754,0
2005096,2005,96,1181,1210,0,0,0.106301261,0.042298851,-0.022607019,0.345238095,0.116071429,-0.185587762,-0.049439964,0.059041835,0.07776328099999999,0.14331501800000002,-0.016490698999999998,-0.724747475,-0.23809523800000001,-0.081138179,1805.9996197488165,1
2005100,2005,100,1181,1314,0,0,0.096777066,-0.05372405400000001,-0.1172703,0.27878787899999996,0.061901062,0.27777777800000003,0.10166886300000001,-0.367676768,0.017597841,-0.15042735,-0.161111111,0.312962963,0.23809523800000001,-0.072777778,1812.8529365859038,1
2005103,2005,103,1181,1268,0,1,0.073559706,0.10200228199999999,0.019674708,-0.985185185,-1.039606592,0.20952381,0.168333333,0.136601307,0.153102453,-0.12301587300000001,-0.224747475,-0.262626263,0.106481481,-0.276268116,1820.4672742600462,0
2005108,2005,108,1181,1439,0,0,0.043889943,0.10295195,0.09219073300000001,-0.9018518520000001,-1.169236222,0.088888889,0.075,0.336601307,0.117260159,0.04365079400000001,-0.14696969699999998,-0.444444444,0.250712251,-0.194160273,1806.3702820191345,0
2005111,2005,111,1181,1448,0,0,0.064584213,0.068293226,-0.074537968,0.11282051300000001,-0.073254282,-0.09375,0.006887883000000001,-0.33207070699999996,0.100877193,0.15324074099999999,-0.161111111,0.125,0.38888888899999996,0.043478261,1789.87945567214,1
2005114,2005,114,1181,1210,1,0,0.102476695,-0.074912281,0.011246063999999998,0.7325396829999999,0.5271428570000001,0.11904761900000001,0.004136473,0.07346491200000001,-0.006217843000000001,-0.076923077,-0.107407407,-0.152525253,-0.7777777779999999,-0.111029919,1799.621661800467,1
2005117,2005,117,1181,1385,1,0,0.122604409,-0.001288448,0.022918748,-0.64021164,-0.041666667000000004,0.35353535399999997,0.205059524,0.288461538,0.11327635300000001,0.035187035,-0.043981480999999996,0.105555556,-2.30952381,-0.257761438,1806.4313149925872,1
2005122,2005,122,1181,1274,0,0,0.172739298,0.053974359000000006,-0.040322382000000004,0.532323232,0.37254902,0.237719298,0.254193548,-0.126893939,0.10139860099999999,0.41721132899999996,-0.10784313699999999,-0.021164021,0.237037037,-0.158730159,1808.884331407171,1
2005125,2005,125,1181,1314,0,0,0.041909185,0.07676147400000001,0.088334524,-2.383333333,-1.563973064,0.247619048,0.161419753,0.422459893,0.191935484,0.06031746,0.075252525,-0.481481481,-0.082621083,-0.166382495,1812.5159471295817,0
2005130,2005,130,1181,1438,2,0,0.11626328400000001,0.027222222,-0.071484071,-0.138047138,0.077996716,0.33398310600000003,0.325735992,-0.228174603,0.18156362,0.33015873,0.079059829,-0.038095238,0.066666667,-0.21176470600000002,1801.0428249875658,1
2005131,2005,131,1181,1301,2,0,0.08285819900000001,0.102414401,0.061403509,-0.018939394,-0.090909091,-0.037037037,-0.008333333,0.371260684,0.10139860099999999,0.12581699300000002,-0.018300654,0.219047619,-1.5833333330000001,-0.01754386,1805.1550775783203,1
2005132,2005,132,1181,1210,2,0,0.069236471,-0.128364389,-0.173814165,0.15,0.1314237,0.352944559,0.429458925,0.05073529400000001,0.10987455199999999,-0.1,0.203921569,-0.23809523800000001,0.022222222000000003,-0.297258297,1811.2721527384854,1
2005137,2005,137,1175,1181,2,0,0.10464139300000001,0.015250545,-0.161363636,0.0,-0.391341991,0.22962963,0.297953216,-1.0069444440000002,0.106516291,-0.057142857000000005,-0.229059829,-0.25,0.293650794,-0.11674718199999999,1818.2332177276737,0
2005139,2005,139,1181,1280,2,0,0.13166487699999999,0.008585859,-0.301549652,0.225071225,-0.36434343399999997,0.338383838,0.107142857,-0.985714286,0.315028162,-0.098148148,0.305147059,-0.168091168,0.314285714,-0.091442374,1821.1853047022805,1
2005144,2005,144,1181,1277,2,0,0.060769944000000006,0.097069597,0.150269665,-2.027777778,-1.218518519,0.214285714,0.072530864,0.500891266,0.105807119,0.035897436,-0.012091503,-0.211640212,-0.897435897,-0.035947712,1828.4531308159835,0
2006014,2006,14,1131,1181,0,0,0.186926962,0.17263157899999998,0.133694271,0.638888889,0.424730037,-1.031746032,-0.871252205,0.11843711800000001,-0.164855072,0.011419953,-0.49282296700000006,-0.050595238,-0.115079365,-0.157754011,1815.583437907988,0
2006016,2006,16,1181,1371,0,0,0.304683028,0.23315772699999998,0.009851016,0.474747475,0.259795322,0.202731092,0.28206349199999997,0.086507937,0.214912281,0.37732919299999995,-0.292592593,-0.12962963,0.13888888900000002,-0.15032679699999998,1820.7381288156596,1
2006019,2006,19,1172,1181,0,0,0.14563768400000002,0.076655983,-0.078282828,0.44318181799999995,0.14220296300000002,0.06362773,0.10504201699999999,-0.962962963,-0.041904762000000005,0.091673033,-0.259469697,0.212962963,0.644444444,-0.077394636,1824.6890927042132,0
2006023,2006,23,1180,1181,2,0,0.10092425199999999,0.057142857000000005,-0.024160964,-0.283333333,-0.246187364,0.28030303,0.103930293,-0.404295051,0.030555556,-0.043612597,-0.292307692,0.152777778,-0.38888888899999996,-0.140151515,1829.1153029560367,0
2006025,2006,25,1181,1272,2,0,0.029052482999999997,-0.076923077,-0.16540115800000002,-0.022222222000000003,-0.29594017100000003,0.267145136,0.336479207,-0.260606061,0.11087719300000001,-0.0032679740000000003,0.08982738400000001,0.074074074,-0.833333333,-0.210550887,1833.6800653481318,1
2006030,2006,30,1181,1231,1,0,0.11974380400000001,0.007936508,-0.076005398,0.255952381,0.10032560000000001,0.361497326,0.23322386399999998,-0.113636364,0.106250225,0.06414141400000001,-0.054377104,0.158730159,-3.7e-17,-0.465277778,1839.4681143404287,1
