,Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,WorL,AdjustO_Diff,AdjustD_Diff,# of Wins_Diff,SOS_DIF,LUCK_DIF,Years Since 2016,Tournament Game
28,2003,131,1181,1314,N,0,0.15789473699999998,0.214285714,0.019607843,0.111111111,0.0,-0.071428571,0.045454545,-0.333333333,0.130434783,0.235294118,-0.23076923100000002,0.3,0.14285714300000002,0.0,1,7.5,-3.9,7,-1.96,-0.054000000000000006,3,0
29,2003,132,1181,1301,N,0,0.082352941,-0.08,-0.052631579000000005,0.4,0.291666667,0.25,0.20588235300000002,-0.181818182,0.0,-0.166666667,-0.454545455,0.222222222,0.2,-0.22727272699999998,1,3.8,-6.5,6,0.63,-0.006999999999999999,3,0
30,2003,136,1161,1181,N,0,0.147058824,0.05,0.0,0.2,0.14285714300000002,0.269230769,0.28125,0.14285714300000002,0.107142857,-0.8,-0.176470588,0.454545455,0.444444444,0.166666667,0,-13.7,8.8,-8,-12.64,0.019,2,0
31,2003,138,1141,1181,N,0,0.298850575,0.333333333,-0.09433962300000001,0.181818182,-0.125,0.153846154,0.117647059,-2.0,0.166666667,0.4,-0.833333333,0.6875,0.7,0.21052631600000002,0,12.1,-10.7,4,13.0,-0.125,2,0
32,2003,143,1181,1242,N,0,0.057142857000000005,0.133333333,0.029411765,-4.5,-1.076923077,0.454545455,0.5,0.36842105299999994,0.233333333,0.2,0.166666667,-0.4,-0.333333333,-0.117647059,0,21.6,-12.4,10,18.61,-0.028999999999999998,2,0
33,2004,19,1178,1181,H,0,0.161764706,-0.352941176,-0.02173913,0.28571428600000004,0.636363636,0.7,0.7027027029999999,0.41666666700000005,-0.052631579000000005,-0.222222222,-0.375,0.0,0.2,-1.071428571,0,15.8,-4.3,10,7.41,0.037000000000000005,2,0
34,2004,24,1181,1334,N,0,0.156626506,0.037037037,-0.16981132100000002,0.6,0.333333333,0.22727272699999998,0.35714285700000004,-0.333333333,0.16,-0.307692308,0.0,-0.25,0.666666667,-0.043478261,1,2.9,-13.3,9,3.64,-0.013000000000000001,2,0
35,2004,25,1181,1251,N,0,0.37662337700000004,0.296296296,0.11666666699999999,0.5555555560000001,0.333333333,0.470588235,0.538461538,0.25,0.0,0.235294118,-0.642857143,0.4,0.75,-0.21052631600000002,1,,,21,,,2,0
36,2004,26,1181,1345,N,0,0.12658227800000002,0.034482759,-0.24137931,0.0,-0.4375,0.444444444,0.2,-1.0,0.192307692,0.1,0.111111111,-0.166666667,-1.0,0.14285714300000002,0,15.3,-16.9,16,10.32,-0.033,2,0
37,2004,30,1181,1277,A,0,0.301369863,0.3,-0.02,0.666666667,0.4,0.0,0.21052631600000002,-0.066666667,0.38888888899999996,0.666666667,-0.235294118,0.470588235,0.7142857140000001,-0.111111111,1,13.8,-13.0,8,17.71,-0.061,2,0
38,2004,33,1181,1385,H,0,0.2625,0.037037037,-0.055555556,0.428571429,0.066666667,0.727272727,0.7333333329999999,0.15789473699999998,0.166666667,0.166666667,-0.46666666700000003,0.470588235,0.444444444,-0.692307692,1,5.1,-5.3,4,3.01,-0.065,2,0
39,2004,41,1181,1339,H,0,0.48235294100000004,0.515151515,0.045454545,-0.14285714300000002,0.17391304300000002,0.533333333,0.541666667,-0.066666667,0.28571428600000004,0.5,-1.0,0.692307692,0.7333333329999999,-0.583333333,1,-16.8,13.2,-13,-13.53,0.071,2,0
40,2004,44,1181,1343,H,0,0.257142857,0.08,0.053571429000000004,0.571428571,0.05,0.625,0.6,0.2,0.0,0.214285714,-0.3125,0.0,-0.2,-0.26666666699999997,1,-18.1,8.6,-17,0.94,0.049,2,0
41,2004,47,1181,1400,N,0,0.311111111,0.3125,-0.218181818,0.125,0.0,0.333333333,0.258064516,-0.46666666700000003,0.533333333,0.27777777800000003,0.14285714300000002,0.25,0.571428571,-0.090909091,1,18.0,-8.6,8,15.93,-0.053,2,0
42,2004,56,1172,1181,H,0,0.38202247200000006,0.393939394,0.109375,0.5,0.428571429,0.14285714300000002,0.380952381,0.133333333,0.083333333,0.565217391,-0.7692307690000001,0.5625,0.916666667,-0.5,0,10.7,-10.8,10,1.19,-0.127,2,0
43,2004,61,1155,1181,A,0,0.256756757,0.34375,0.196969697,0.75,0.6521739129999999,-1.8,-2.285714286,0.0,0.086956522,0.46666666700000003,-0.307692308,0.3,0.4,0.39130434799999997,0,1.4,-6.8,7,-0.14,0.043,2,0
44,2004,64,1181,1193,H,0,0.41,0.37142857100000004,0.123076923,0.454545455,0.5,0.454545455,0.36666666700000006,-0.071428571,0.0,0.590909091,-1.363636364,0.647058824,0.222222222,-0.352941176,1,-2.0,-12.3,8,-0.89,-0.01,2,0
45,2004,69,1181,1438,A,0,0.23404255300000001,0.257142857,0.045454545,0.0,0.052631579000000005,0.2,-0.041666667000000004,0.117647059,0.39285714299999996,0.125,-0.083333333,0.166666667,0.0,0.0,1,9.5,-2.7,8,-1.76,-0.02,2,0
46,2004,73,1181,1301,H,0,0.24675324699999998,0.14285714300000002,0.037037037,0.444444444,-0.133333333,0.46666666700000003,0.444444444,0.3,0.17391304300000002,0.15789473699999998,-0.235294118,0.25,-0.2,-0.111111111,1,21.2,-7.3,14,9.33,0.024,2,0
47,2004,75,1181,1448,H,0,0.141176471,0.137931034,-0.254545455,0.272727273,0.3,0.052631579000000005,0.071428571,-0.4,0.321428571,0.409090909,0.27777777800000003,-1.0,0.7692307690000001,-0.04,1,11.6,-2.9,10,2.32,0.061,2,0
48,2004,79,1181,1268,A,0,0.115942029,-0.04,0.166666667,0.5,0.473684211,0.428571429,0.444444444,0.56,0.038461537999999997,0.0,-0.333333333,0.818181818,-1.0,-0.176470588,1,6.8,-0.7,4,-0.25,-0.036000000000000004,2,0
49,2004,82,1181,1207,A,0,0.220930233,0.27777777800000003,0.063492063,0.0,-0.058823529000000006,-0.111111111,0.076923077,0.0,0.22727272699999998,-0.0625,-0.25,0.571428571,0.5,0.1,1,3.3,-5.5,9,-1.52,0.063,2,0
50,2004,87,1181,1199,H,0,0.122807018,0.095238095,-0.16981132100000002,-0.14285714300000002,-0.22727272699999998,0.363636364,0.41176470600000004,-1.1,0.083333333,-0.181818182,-0.384615385,-0.5,0.125,-0.333333333,1,-18.1,8.6,-17,0.94,0.049,2,0
51,2004,89,1181,1210,A,0,0.09638554199999999,0.1,-0.186440678,0.0,-0.21052631600000002,0.111111111,0.0,-0.384615385,0.333333333,0.176470588,0.318181818,-1.25,0.4,-0.13636363599999998,1,10.7,-10.8,10,1.19,-0.127,2,0
52,2004,94,1181,1314,A,1,0.023809524,-0.17857142899999998,-0.153846154,0.25,0.13636363599999998,0.434782609,0.333333333,-0.46666666700000003,0.0,0.0,-0.15789473699999998,-1.2,0.0,-0.111111111,1,1.4,-6.8,7,-0.14,0.043,2,0
53,2004,97,1155,1181,H,0,0.31707317100000004,0.192307692,0.153846154,0.4,0.444444444,0.5,0.181818182,0.1875,0.222222222,0.46666666700000003,-0.352941176,0.642857143,-0.5,-0.083333333,0,-2.0,-12.3,8,-0.89,-0.01,2,0
54,2004,100,1181,1438,H,0,0.191489362,0.066666667,-0.01754386,0.111111111,0.25,0.46428571399999996,0.4,0.26666666699999997,0.36,0.111111111,-0.066666667,0.363636364,0.666666667,-0.23809523800000001,1,9.5,-2.7,8,-1.76,-0.02,2,0
55,2004,104,1181,1301,H,0,0.050632910999999996,0.111111111,-0.117647059,-0.571428571,-0.846153846,0.095238095,0.12,-0.1,0.333333333,0.307692308,0.1875,0.125,-0.333333333,-0.2,0,20.1,-10.9,10,13.49,-0.095,2,0
56,2004,107,1181,1448,H,0,0.065934066,0.03030303,0.015384615,0.0,0.21052631600000002,0.2,0.307692308,0.176470588,0.0,0.133333333,-0.066666667,-0.111111111,0.25,-0.294117647,0,11.6,-2.9,10,2.32,0.061,2,0
57,2004,111,1181,1268,H,0,0.26436781600000003,0.17857142899999998,-0.090909091,0.4,0.41666666700000005,0.375,0.066666667,-0.642857143,0.260869565,0.3125,-0.2,0.117647059,0.5,-0.1,1,6.8,-0.7,4,-0.25,-0.036000000000000004,2,0
58,2004,115,1181,1434,H,0,0.346938776,0.25,-0.153846154,0.75,0.5555555560000001,0.28571428600000004,0.25,-1.4,0.258064516,0.444444444,-0.41666666700000005,0.333333333,0.666666667,-0.375,1,3.3,-5.5,9,-1.52,0.063,2,0
59,2004,118,1181,1199,A,0,0.070422535,-0.14285714300000002,-0.038461537999999997,0.0,0.346153846,0.44,0.36666666700000006,-0.181818182,0.0,-0.222222222,-0.333333333,-0.125,0.5,-0.15789473699999998,1,10.7,-10.8,10,1.19,-0.127,2,0
60,2004,121,1181,1210,A,0,0.103896104,0.074074074,-0.365384615,-0.5,-1.307692308,0.35,0.28571428600000004,-0.7692307690000001,0.433333333,0.2,0.16,-0.5,0.41666666700000005,-0.043478261,0,6.8,-0.7,4,-0.25,-0.036000000000000004,2,0
61,2004,124,1181,1314,H,0,0.070422535,0.137931034,-0.118644068,-0.5,-0.916666667,-0.083333333,0.052631579000000005,-1.1,-0.043478261,-0.23076923100000002,-0.307692308,0.222222222,0.571428571,0.052631579000000005,1,9.5,-2.7,8,-1.76,-0.02,2,0
62,2004,130,1181,1438,N,0,0.117647059,0.0,-0.117647059,0.375,0.111111111,0.25,0.212121212,-0.7142857140000001,0.083333333,-0.181818182,-0.117647059,0.25,0.833333333,-0.090909091,1,18.9,-23.5,21,14.24,0.003,2,0
63,2004,131,1181,1210,N,0,0.162790698,0.10344827599999999,-0.018181818,-0.6,-0.5,0.423076923,0.41025641,0.25,0.086956522,0.1875,-0.7142857140000001,0.428571429,0.333333333,-0.272727273,1,-7.9,14.4,-7,-12.65,0.113,2,0
64,2004,132,1181,1268,N,1,0.083333333,-0.133333333,-0.044117647,0.0,-0.571428571,0.484848485,0.288888889,0.058823529000000006,0.060606060999999996,0.5625,-0.28571428600000004,0.2,-0.8,-0.333333333,0,17.0,-14.7,10,15.06,-0.141,2,0
65,2004,136,1106,1181,N,0,0.36082474200000003,0.303030303,0.134328358,0.2,0.222222222,0.541666667,0.4375,0.444444444,0.233333333,0.6,-0.46666666700000003,0.46666666700000003,0.6,-0.05,0,-4.3,-5.8,3,3.11,0.01,2,0
66,2004,138,1181,1371,N,0,0.307692308,0.074074074,-0.18367346899999998,0.2,-0.5,0.6571428570000001,0.564102564,0.25,0.5,0.294117647,0.0,-0.25,0.75,-0.473684211,1,11.4,-18.3,10,12.43,-0.069,2,0
67,2004,144,1181,1228,N,0,0.136986301,0.068965517,-0.25,0.28571428600000004,0.263157895,0.363636364,0.25,-1.5,0.08,0.1,0.071428571,0.454545455,0.5,-0.066666667,1,8.5,-10.7,10,7.61,0.025,2,0
68,2004,146,1181,1462,N,0,0.044776119,-0.045454545,-0.163636364,0.5555555560000001,0.23809523800000001,0.0,-0.14285714300000002,-0.545454545,0.166666667,0.4375,0.083333333,0.14285714300000002,0.875,0.083333333,1,8.6,-15.3,12,9.94,0.006,2,0
69,2004,152,1163,1181,N,0,0.0125,-0.111111111,-0.358490566,0.0,-0.916666667,0.318181818,0.272727273,-0.28571428600000004,0.34375,-0.2,0.473684211,-0.5,0.428571429,-0.19047619,1,1.2,-3.5,1,3.09,0.003,2,0
70,2005,19,1181,1404,H,0,0.47191011200000005,0.322580645,0.21052631600000002,0.7,0.607142857,0.75,0.612903226,0.592592593,0.25,0.294117647,-0.7142857140000001,0.5555555560000001,0.272727273,-0.352941176,1,-10.0,5.1,-9,-1.68,-0.051,2,0
71,2005,21,1172,1181,N,0,0.173333333,0.076923077,-0.033898305,-0.125,0.076923077,0.5555555560000001,0.6,-0.41666666700000005,-0.17391304300000002,0.214285714,-0.727272727,0.636363636,0.8,-0.533333333,0,10.3,-14.4,11,13.18,0.015,2,0
72,2005,26,1181,1422,H,0,0.545454545,0.5,0.12676056300000002,0.9375,0.818181818,0.1,-0.0625,-0.133333333,0.258064516,0.695652174,-0.7857142859999999,0.35714285700000004,0.615384615,-0.133333333,1,7.3,-11.2,9,6.63,0.042,2,0
73,2005,29,1181,1277,H,0,0.085365854,0.111111111,-0.019230768999999998,0.333333333,0.23809523800000001,-0.15789473699999998,-0.23076923100000002,-0.28571428600000004,0.23076923100000002,0.071428571,0.0,0.333333333,0.9,0.037037037,1,0.9,-7.4,6,0.99,0.059000000000000004,2,0
74,2005,33,1181,1434,N,0,0.34042553200000003,0.405405405,0.071428571,0.5,0.5625,-0.133333333,-0.13636363599999998,-0.444444444,0.291666667,0.4,-0.294117647,0.454545455,0.4,0.0,1,8.2,-11.4,11,-0.11,-0.061,2,0
75,2005,41,1181,1405,H,0,0.33734939799999997,0.35483871,0.256756757,0.333333333,0.25,0.222222222,0.045454545,0.545454545,0.225806452,0.15789473699999998,-0.583333333,0.1,0.25,-0.25,1,5.2,-11.1,9,2.95,0.004,2,0
76,2005,43,1181,1227,H,0,0.37078651700000004,0.258064516,0.032258065,0.4,0.5,0.65,0.4,-0.066666667,0.307692308,0.470588235,-0.6,0.26666666699999997,0.736842105,-0.352941176,1,10.8,-9.7,14,1.34,0.067,2,0
77,2005,47,1181,1328,N,0,0.13924050599999999,0.14285714300000002,-0.192307692,0.0,0.23076923100000002,0.14285714300000002,0.212121212,-0.7,0.321428571,0.333333333,-0.071428571,-0.375,0.7142857140000001,-0.090909091,1,6.5,-5.9,9,2.3,0.032,2,0
78,2005,62,1155,1181,H,0,0.126984127,0.086956522,-0.016393443,0.857142857,0.681818182,-0.153846154,0.13636363599999998,-0.117647059,0.107142857,0.1,-0.090909091,0.214285714,-0.333333333,-0.095238095,0,10.4,-9.8,10,3.92,-0.038,2,0
79,2005,65,1181,1343,H,0,0.21666666699999998,-0.166666667,-0.125,0.5,-0.384615385,0.739130435,0.7307692309999999,0.46666666700000003,0.28571428600000004,-0.222222222,0.15789473699999998,-0.272727273,0.333333333,-0.428571429,1,-8.4,-10.9,-1,0.5,-0.048,2,0
80,2005,68,1181,1396,H,0,0.09638554199999999,0.0,-0.10526315800000001,0.428571429,0.457142857,0.125,0.052631579000000005,-0.166666667,0.23076923100000002,0.307692308,0.14285714300000002,-1.6,0.666666667,-0.117647059,1,6.9,-1.1,6,0.13,0.035,2,0
81,2005,73,1181,1301,A,0,0.137931034,0.071428571,-0.11320754699999999,0.25,0.13636363599999998,0.23076923100000002,0.166666667,-0.090909091,0.304347826,-0.6,0.0,0.0,-0.5,-0.090909091,1,-6.9,-1.5,-2,0.06,-0.013000000000000001,2,0
82,2005,76,1181,1438,H,0,0.172839506,0.20689655199999998,-0.14285714300000002,0.666666667,0.55,-0.235294118,0.153846154,-0.307692308,0.23076923100000002,0.538461538,0.0,0.0,0.8666666670000001,-0.21052631600000002,1,6.5,-5.9,9,2.3,0.032,2,0
83,2005,79,1181,1274,A,0,0.09677419400000001,-0.125,-0.5,0.454545455,0.363636364,0.571428571,0.592592593,-2.0,0.28,0.3,0.153846154,-0.4,0.5,-0.533333333,1,10.4,-9.8,10,3.92,-0.038,2,0
84,2005,82,1181,1199,A,0,0.359550562,0.375,-0.01754386,0.583333333,0.291666667,0.0625,-0.052631579000000005,-0.25,0.444444444,0.666666667,-0.090909091,-0.111111111,0.0,-0.153846154,1,-8.4,-10.9,-1,0.5,-0.048,2,0
85,2005,86,1181,1268,A,0,0.11842105300000001,0.074074074,-0.140625,-1.0,-1.166666667,0.428571429,0.28,-0.1,0.333333333,-0.5,0.166666667,-0.454545455,-0.125,-0.1875,0,6.9,-1.1,6,0.13,0.035,2,0
86,2005,90,1181,1439,H,0,0.34653465299999997,0.193548387,-0.015625,0.636363636,0.592592593,0.516129032,0.52,-0.058823529000000006,0.037037037,0.4,-0.545454545,0.090909091,-1.0,-0.6190476189999999,1,,,16,,,2,0
87,2005,93,1181,1448,H,0,0.032258065,0.11428571400000001,0.173333333,-0.5555555560000001,-0.31578947399999996,0.0,0.0,0.333333333,-0.045454545,-0.25,-0.75,0.333333333,0.0,-0.25,0,5.2,-11.1,9,2.95,0.004,2,0
88,2005,96,1181,1210,H,0,0.204819277,-0.08,-0.015384615,0.583333333,0.535714286,0.583333333,0.53125,0.15789473699999998,0.068965517,-0.23076923100000002,-0.26666666699999997,-0.090909091,0.5,-0.41176470600000004,1,-6.9,-1.5,-2,0.06,-0.013000000000000001,2,0
89,2005,100,1181,1314,H,0,0.013888889,-0.23809523800000001,-0.01754386,0.636363636,0.423076923,0.181818182,-0.043478261,-0.636363636,-0.42105263200000004,0.153846154,-0.5,0.7222222220000001,0.28571428600000004,-0.05,1,8.2,-11.4,11,-0.11,-0.061,2,0
90,2005,103,1181,1268,H,1,0.07,0.117647059,0.026315789,-1.4,-1.636363636,0.2,0.225,0.176470588,0.171428571,0.380952381,-0.090909091,-0.666666667,0.444444444,-0.39130434799999997,0,0.9,-7.4,6,0.99,0.059000000000000004,2,0
91,2005,108,1181,1439,H,0,0.029411765,0.076923077,0.076923077,-0.75,-1.5555555559999998,0.066666667,0.0,0.5,0.225806452,0.0,0.4,-1.0,0.307692308,0.058823529000000006,0,6.9,-1.1,6,0.13,0.035,2,0
92,2005,111,1181,1448,H,0,0.097087379,0.090909091,-0.054545455,0.307692308,0.434782609,0.0,-0.058823529000000006,-0.625,0.052631579000000005,0.1875,-0.133333333,0.0,0.5,-0.035714286,1,-22.4,8.3,-18,-14.84,-0.092,2,0
93,2005,114,1181,1210,A,0,0.06557377,-0.25,-0.01754386,0.9,0.76,0.35714285700000004,0.347826087,0.1875,-0.04,0.0,0.0,-0.2,0.166666667,-0.095238095,1,13.3,-4.9,12,2.8,-0.038,2,0
94,2005,117,1181,1385,A,0,0.186440678,-0.058823529000000006,-0.019230768999999998,0.857142857,0.791666667,0.333333333,0.321428571,0.1875,0.115384615,0.090909091,0.041666667000000004,-0.083333333,-2.5,-0.294117647,1,-9.1,13.1,-13,-13.8,-0.07200000000000001,2,0
95,2005,122,1181,1274,H,0,0.28571428600000004,0.076923077,0.031746032,0.7333333329999999,0.6176470589999999,0.45,0.48,0.1875,0.076923077,0.529411765,-0.28571428600000004,0.333333333,0.111111111,-0.333333333,1,-19.8,0.4,-15,-8.72,-0.16,2,0
96,2005,125,1181,1314,H,0,0.026315789,0.035714286,0.161764706,-5.0,-1.5,0.47619047600000003,0.25925925899999996,0.590909091,0.17857142899999998,-0.2,-0.083333333,0.222222222,-1.0,-0.166666667,0,6.6,2.6,0,5.68,0.055,2,0
97,2005,130,1181,1438,N,0,0.15584415599999998,0.08,0.106060606,0.363636364,0.448275862,0.21052631600000002,0.25925925899999996,0.625,0.28125,0.35714285700000004,0.153846154,0.0,0.0,-0.235294118,1,9.3,-2.5,12,1.3,0.059000000000000004,2,0
98,2005,131,1181,1301,N,0,0.090909091,0.137931034,0.01754386,0.25,-0.083333333,-0.4,0.05,0.0625,0.0,0.294117647,-0.3,0.8,0.5,-0.052631579000000005,1,11.1,-6.0,16,4.31,0.196,2,0
99,2005,132,1181,1210,N,0,0.071428571,0.043478261,-0.263157895,-0.25,-0.235294118,0.17391304300000002,0.323529412,-0.235294118,0.161290323,0.2,0.41176470600000004,-0.8,0.4,-0.272727273,1,17.6,-2.3,11,14.73,0.077,2,0
100,2005,137,1175,1181,N,0,0.18965517199999998,-0.176470588,-0.325,0.14285714300000002,0.23809523800000001,0.8,0.7666666670000001,-0.666666667,0.214285714,-0.1,-0.333333333,0.333333333,0.7142857140000001,-0.5,0,2.2,0.4,3,2.43,0.01,2,0
101,2005,139,1181,1280,N,0,0.125,-0.05,-0.235294118,0.444444444,0.363636364,0.333333333,0.0,-0.35714285700000004,0.290322581,-0.111111111,0.352941176,0.111111111,0.14285714300000002,0.130434783,1,14.9,-13.3,14,16.9,0.044000000000000004,2,0
